community1	community2	category	lstm-3-0_cos_sim	lstm-3-1_cos_sim	lstm-3-2_cos_sim	lstm-3-3_cos_sim	transformer-3-0_cos_sim	transformer-3-1_cos_sim	transformer-3-2_cos_sim	transformer-3-3_cos_sim	snap_cos_sim
streetwear	Jokes	other	-0.04217224940657616	-0.004710258916020393	-0.03404435142874718	-0.02076302096247673	-0.04764019697904587	0.013597792945802212	0.09376990050077438	0.04684920608997345	0.021575626414077113
streetwear	MaddenUltimateTeam	other	0.375140905380249	0.35532060265541077	0.18464131653308868	0.12247099727392197	0.2967960834503174	0.32224762439727783	0.3494164049625397	0.2198197841644287	0.3763984271623208
streetwear	cringe	other	0.18482650816440582	0.17608588933944702	-0.006219593342393637	0.14884205162525177	0.14803928136825562	0.10019014030694962	0.19077153503894806	0.167696014046669	0.27802649055034456
streetwear	CFB	other	0.2929821014404297	-0.10204051434993744	-0.01748112589120865	0.018646931275725365	-0.12386815994977951	0.0353902168571949	0.157370924949646	0.03558192774653435	0.09214820218263041
streetwear	food	other	0.2089618295431137	0.5201625823974609	0.2629382312297821	0.10582583397626877	0.10768123716115952	0.09946396946907043	0.006041442044079304	-0.011500380001962185	0.010613061176616999
streetwear	pcmasterrace	other	0.16593872010707855	0.3288760781288147	0.12629595398902893	-0.054279912263154984	0.14954392611980438	0.13878440856933594	0.07741725444793701	0.09183042496442795	0.19237471688875105
streetwear	jailbreak	other	0.21576936542987823	0.13195686042308807	0.1789969652891159	0.1134728416800499	0.15632264316082	0.14171986281871796	0.0026373951695859432	-0.0022524783853441477	0.32519278000821744
streetwear	MLS	other	0.04827771335840225	-0.2627834975719452	-0.11405341327190399	-0.06910600513219833	-0.09420786052942276	-0.2029644250869751	-0.08237292617559433	-0.18855725228786469	0.34904036814540335
streetwear	MMA	other	0.26231732964515686	0.05122097581624985	0.052618350833654404	-0.0068180798552930355	0.002329688984900713	-0.014950769022107124	0.004741395823657513	0.09003926813602448	0.2712814505139515
streetwear	rupaulsdragrace	other	0.4029194116592407	0.3788769543170929	0.13681361079216003	0.10317882150411606	0.19757790863513947	0.118412546813488	0.08730785548686981	0.214146688580513	0.1129778281948478
streetwear	GlobalOffensive	other	0.15294770896434784	0.2762860953807831	0.16572682559490204	0.1657314896583557	0.017348311841487885	0.11690137535333633	0.22765283286571503	0.12984225153923035	0.3231305708601979
streetwear	bodybuilding	other	0.300651878118515	0.49952149391174316	0.5167465209960938	0.29588738083839417	0.3415212333202362	0.31263089179992676	0.2734500765800476	0.20187169313430786	0.4082984103230686
streetwear	Kappa	other	0.2983722388744354	0.38968774676322937	0.39801743626594543	0.29860758781433105	0.3347620368003845	0.24846041202545166	0.24500083923339844	0.31802448630332947	0.12899021861802698
streetwear	videos	other	-0.043615929782390594	0.061972685158252716	0.004650723189115524	-0.058441925793886185	-0.16981737315654755	-0.020833751186728477	0.012666989117860794	-0.08152201026678085	0.06938160792731238
streetwear	reddevils	other	-0.041578616946935654	-0.23995862901210785	-0.20387791097164154	0.010253139771521091	0.10105767846107483	-0.01662335731089115	-0.05833230912685394	-0.09858033806085587	0.43084030776300386
streetwear	todayilearned	other	-0.2649628221988678	-0.24556851387023926	-0.12024332582950592	-0.19845470786094666	-0.1422964483499527	-0.20137685537338257	-0.11296717822551727	-0.18518897891044617	-0.06887025370782877
streetwear	KerbalSpaceProgram	other	-0.1603691726922989	-0.34368810057640076	-0.1262919157743454	-0.2030455470085144	-0.2064857929944992	-0.5128527283668518	-0.5598627924919128	-0.30291748046875	0.18411913061386234
streetwear	justneckbeardthings	other	0.11316655576229095	-0.021924570202827454	0.1812063753604889	0.2944048047065735	0.2358189821243286	0.2563357949256897	0.30729344487190247	0.2796782851219177	0.052125547718501856
streetwear	LifeProTips	other	0.25006812810897827	-0.0326664075255394	-0.16360251605510712	0.04097988083958626	-0.06841844320297241	0.025485539808869362	0.0168432779610157	-0.01997576467692852	0.05272267740389716
streetwear	airsoft	other	0.3810758888721466	0.42443618178367615	0.30322813987731934	0.19480855762958527	0.2619413733482361	0.2968956232070923	0.3014386296272278	0.2828046381473541	0.2140176552017519
streetwear	GameDeals	other	-0.14345896244049072	0.022274302318692207	0.08197306841611862	0.1372414380311966	0.14495031535625458	0.13769125938415527	0.046659596264362335	0.06591562181711197	0.1658838297804759
streetwear	toronto	other	0.1062045693397522	-0.4505590498447418	0.05156448110938072	-0.0005607124767266214	-0.08021853119134903	0.06454183161258698	0.10924698412418365	-0.20556606352329254	0.14371907833973596
streetwear	eu4	other	-0.4695182144641876	-0.26028504967689514	-0.11542674154043198	0.06287824362516403	0.045576438307762146	-0.13223940134048462	-0.016618637368083	0.008368430659174919	0.3550496382474052
streetwear	cars	other	0.012342723086476326	0.0820624828338623	-0.1374339610338211	0.12178438901901245	0.1570098102092743	0.12466175854206085	0.1265896111726761	0.11574233323335648	0.15851558492314136
streetwear	Warframe	other	-0.5197701454162598	0.009030692279338837	-0.06904078274965286	-0.23117993772029877	-0.21111299097537994	-0.07052117586135864	-0.14971575140953064	-0.2013874500989914	0.21428344462599944
streetwear	EarthPorn	other	0.07295607775449753	0.10778584331274033	0.2963602542877197	0.03831556439399719	0.05775173380970955	0.1649925410747528	0.12919601798057556	0.0726044550538063	0.1009013947746184
streetwear	techsupport	other	-0.07929202914237976	-0.006732965353876352	-0.11032571643590927	-0.03719642013311386	0.04210854321718216	-0.09578998386859894	-0.10725733637809753	-0.04141339659690857	0.19066216060987876
streetwear	heroesofthestorm	other	-0.30606207251548767	0.061367105692625046	-0.0887526124715805	-0.03737347573041916	-0.3975623548030853	-0.148386612534523	-0.36033469438552856	-0.035872362554073334	0.1717688449977222
streetwear	Drugs	other	-0.3058587312698364	0.1397714465856552	0.18902181088924408	0.2984428405761719	0.24184156954288483	0.24116407334804535	0.18790948390960693	0.32620686292648315	0.4541972248062651
streetwear	oculus	other	-0.15417197346687317	-0.28181755542755127	0.0894530639052391	-0.5202119946479797	-0.19345861673355103	-0.2419053316116333	-0.11184502393007278	-0.2704370617866516	0.07488227406649209
streetwear	KotakuInAction	other	-0.38212767243385315	-0.03051215037703514	-0.016796855255961418	0.004430877044796944	-0.11255168169736862	-0.04241875186562538	0.014034674502909184	-0.07053196430206299	-0.0014265176313609036
streetwear	exjw	other	-0.38905569911003113	-0.49895909428596497	-0.05885026603937149	-0.19704118371009827	-0.11821827292442322	-0.23277784883975983	-0.11208416521549225	-0.07919486612081528	0.1355531692375535
streetwear	stopdrinking	other	-0.12015984207391739	-0.09114629775285721	-0.36070021986961365	-0.2904207706451416	-0.39065244793891907	-0.36594268679618835	-0.39243316650390625	-0.2998008131980896	0.21079544152951504
streetwear	AskWomen	other	-0.023261524736881256	-0.10141339153051376	-0.2859216034412384	0.11016330868005753	-0.10862144082784653	0.04303637892007828	-0.01050584577023983	0.01804029941558838	0.20579309378960828
streetwear	EDH	other	-0.06745229661464691	0.04085515812039375	-0.14003850519657135	-0.07677532732486725	-0.014920909889042377	-0.1245066225528717	0.10423070937395096	-0.11356773972511292	0.2493732882149707
streetwear	photography	other	0.23314087092876434	0.30262231826782227	0.026751842349767685	0.0017645999323576689	0.03676454722881317	0.04835793003439903	0.07975558936595917	0.16641701757907867	0.12577360925323805
streetwear	Fantasy	other	-0.18360525369644165	-0.18886680901050568	-0.23807238042354584	-0.12400864064693451	-0.23684409260749817	-0.05220399424433708	-0.27076074481010437	-0.03635206073522568	0.10907070749337511
streetwear	femalefashionadvice	other	0.4644128978252411	0.35960426926612854	0.4451647102832794	0.5325105786323547	0.4226287305355072	0.4669121205806732	0.3502618968486786	0.5393487811088562	0.43226911245876193
streetwear	breakingmom	other	0.021609796211123466	-0.3625032603740692	-0.09527648985385895	-0.21103762090206146	-0.19063137471675873	-0.20339545607566833	-0.19674979150295258	-0.23490718007087708	0.38222095978849674
streetwear	BabyBumps	other	0.08963299542665482	-0.26646992564201355	-0.06173117458820343	-0.3230002522468567	-0.1710728108882904	-0.21420468389987946	-0.19881385564804077	-0.19059167802333832	0.28352471324449946
streetwear	explainlikeimfive	other	-0.3606571853160858	-0.3227340281009674	-0.2911587357521057	-0.3769092261791229	-0.44297465682029724	-0.31799378991127014	-0.3319014310836792	-0.41112378239631653	0.08728440802283025
streetwear	xxfitness	other	0.08028236776590347	-0.04292010888457298	0.05038757622241974	0.010595197789371014	-0.06330014020204544	-0.06022465229034424	-0.21785610914230347	-0.06878417730331421	0.4103450605408371
streetwear	TwoXChromosomes	other	-0.42485806345939636	-0.3987870216369629	-0.371942400932312	-0.1967584639787674	-0.2812405824661255	-0.245552197098732	-0.07994773238897324	-0.25254109501838684	0.10270012375507001
streetwear	Advice	other	-0.17412017285823822	-0.17318803071975708	-0.387691855430603	-0.050757165998220444	-0.16190792620182037	-0.10516494512557983	-0.04094889014959335	-0.021711071953177452	0.2508197826915798
streetwear	relationships	other	-0.17750059068202972	-0.3602192997932434	-0.36614707112312317	-0.22890828549861908	-0.20926746726036072	-0.227776437997818	-0.19354033470153809	-0.1851213127374649	0.3036671130763076
Jokes	MaddenUltimateTeam	other	0.0037634491454809904	-0.15731292963027954	-0.1013173907995224	0.027222542092204094	-0.18014244735240936	-0.13889995217323303	-0.21247951686382294	-0.0075384750962257385	-0.06861110797598657
Jokes	cringe	other	0.5867970585823059	0.4540044367313385	0.4780930280685425	0.6185331344604492	0.7035185098648071	0.6050470471382141	0.6296908259391785	0.6427167057991028	0.3703454827133359
Jokes	CFB	other	0.08577027171850204	0.2919112741947174	0.24439369142055511	0.13539472222328186	0.13329949975013733	0.06658216565847397	0.06771758198738098	0.22480343282222748	0.06900600002234343
Jokes	food	other	0.32450786232948303	0.2312467396259308	0.29744377732276917	0.44670119881629944	0.41933849453926086	0.41997313499450684	0.3160107731819153	0.42558133602142334	0.26519731837449934
Jokes	pcmasterrace	other	0.17452654242515564	0.2596680521965027	0.06790527701377869	0.10151725262403488	0.1467815339565277	0.11749575287103653	0.1575264036655426	-0.13894115388393402	0.17631885885859683
Jokes	jailbreak	other	-0.37879011034965515	-0.1729690581560135	0.03232840076088905	0.12392479926347733	-0.07099589705467224	-0.08108900487422943	-0.01740659587085247	0.12514466047286987	0.07920521605034142
Jokes	MLS	other	-0.07295545935630798	0.08281239867210388	0.018220707774162292	0.005668876692652702	0.07964369654655457	-0.009770277887582779	0.002793442690744996	0.0303206630051136	0.006924512713718352
Jokes	MMA	other	0.01736089214682579	-0.01994297280907631	0.055875424295663834	-0.01669609360396862	-0.0035966227296739817	-0.08108895272016525	-0.15857869386672974	-0.09052467346191406	0.09150234748477637
Jokes	rupaulsdragrace	other	0.016814913600683212	-0.07781866937875748	-0.03731707111001015	0.1565408706665039	0.21153943240642548	0.16396743059158325	0.29610633850097656	0.21576310694217682	0.0727746634295799
Jokes	GlobalOffensive	other	-0.14524869620800018	-0.1680089384317398	-0.02205645479261875	-0.06460925936698914	0.13783906400203705	0.03374558314681053	0.1997590810060501	0.03886089473962784	0.20988578177566994
Jokes	bodybuilding	other	0.11311616748571396	-0.010198569856584072	0.1816335916519165	0.04590610787272453	-0.07329981029033661	-8.545518358005211e-05	-0.0839487761259079	0.00964813306927681	0.08379109681187666
Jokes	Kappa	other	0.23745344579219818	0.2399320751428604	0.11159145832061768	0.12229608744382858	-0.0007070254068821669	0.028668105602264404	0.18734093010425568	0.11332842707633972	0.12380173875429744
Jokes	videos	other	0.5597758293151855	0.5789362192153931	0.5262977480888367	0.6238691806793213	0.7338546514511108	0.6723716259002686	0.6532955765724182	0.6198518872261047	0.28105091053215325
Jokes	reddevils	other	-0.22104060649871826	-0.11099971830844879	-0.05387338250875473	-0.2658839523792267	-0.11765777319669724	-0.25650545954704285	-0.12123053520917892	-0.10933542996644974	0.07716078671294643
Jokes	todayilearned	other	0.5978391766548157	0.4105776846408844	0.5977507829666138	0.6826514005661011	0.654784083366394	0.6143710613250732	0.675791323184967	0.6685653328895569	0.5725542665732736
Jokes	KerbalSpaceProgram	other	0.009689006954431534	0.07800015807151794	-0.032187484204769135	0.09274342656135559	-0.014879440888762474	0.23011095821857452	0.03641537204384804	0.12719608843326569	0.2797226613493202
Jokes	justneckbeardthings	other	0.48553788661956787	0.5586206316947937	0.529350757598877	0.5459043979644775	0.6693872213363647	0.6260407567024231	0.5221954584121704	0.548882007598877	0.39247229918158477
Jokes	LifeProTips	other	0.21611885726451874	0.37391728162765503	0.3723822236061096	0.4168779253959656	0.32010483741760254	0.5153619050979614	0.424123078584671	0.3268184959888458	0.7506159620656232
Jokes	airsoft	other	-0.2392311841249466	-0.0626373365521431	0.06801430135965347	-0.169622540473938	0.024645326659083366	-0.05179526284337044	-0.13271328806877136	0.0016666611190885305	0.13327427513136833
Jokes	GameDeals	other	-0.16893701255321503	-0.07893617451190948	-0.4154609739780426	-0.1840684860944748	-0.24631619453430176	-0.1528806984424591	-0.3765323758125305	-0.23356178402900696	0.01895176163130899
Jokes	toronto	other	0.006734232883900404	0.21849173307418823	-0.009646838530898094	-0.0597478449344635	-0.032216887921094894	0.13470333814620972	-0.05824121832847595	0.06153397262096405	0.14313722251167668
Jokes	eu4	other	0.043439943343400955	0.3713221549987793	-0.1834116280078888	0.08750976622104645	0.1027357205748558	0.17136822640895844	0.05206192657351494	0.07767359912395477	0.1632630001024451
Jokes	cars	other	-0.07451672106981277	-0.0016238437965512276	0.1596640944480896	-0.055146459490060806	-0.08666221797466278	0.0729169175028801	-0.11805334687232971	0.034710247069597244	0.078511462334772
Jokes	Warframe	other	0.06530618667602539	-0.1095103845000267	0.024305162951350212	-0.19182425737380981	-0.1665993332862854	-0.02828049659729004	0.013149806298315525	-0.057508014142513275	-0.053969002463999494
Jokes	EarthPorn	other	0.13917386531829834	0.31599605083465576	0.2650313377380371	0.25281453132629395	0.4026034474372864	0.2339707612991333	0.2530534565448761	0.327386736869812	0.26228298058693483
Jokes	techsupport	other	-0.2032078057527542	-0.0792231336236	-0.17718489468097687	-0.21398183703422546	-0.13778498768806458	-0.10454011708498001	-0.08942927420139313	-0.32242247462272644	0.1688234020015379
Jokes	heroesofthestorm	other	-0.23273992538452148	-0.12339181452989578	-0.28024280071258545	-0.3581531047821045	-0.14011310040950775	-0.2246083915233612	-0.03549027442932129	-0.4173003137111664	0.04214903692254606
Jokes	Drugs	other	0.037157151848077774	-0.2801491320133209	-0.23817755281925201	-0.00911067146807909	0.11614127457141876	-0.0804130956530571	0.012041645124554634	0.05453268438577652	0.05913930599482024
Jokes	oculus	other	-0.38267841935157776	-0.39858439564704895	-0.3359333276748657	-0.2609166204929352	-0.24305596947669983	-0.4663664698600769	-0.37162327766418457	-0.48277541995048523	-0.09579429810333528
Jokes	KotakuInAction	other	0.062462352216243744	0.08159847557544708	0.048796962946653366	-0.016204850748181343	0.08236486464738846	0.11489470303058624	0.003382100025191903	-0.03789500519633293	0.05217569067126631
Jokes	exjw	other	0.30086323618888855	0.03768322616815567	0.1547173708677292	0.24897854030132294	0.15806271135807037	0.24499662220478058	0.22917456924915314	0.17906558513641357	0.12697264542638947
Jokes	stopdrinking	other	-0.09304434806108475	-0.04936262592673302	-0.1050918772816658	-0.03313223272562027	-0.18258905410766602	-0.19270803034305573	0.08563368022441864	-0.15813882648944855	0.1285548197863791
Jokes	AskWomen	other	0.2114454209804535	-0.03054386004805565	0.15356040000915527	0.17898529767990112	0.22495178878307343	0.22877448797225952	0.1953510344028473	0.22200624644756317	0.24195185796962498
Jokes	EDH	other	-0.12716080248355865	0.15196529030799866	0.0005524033913388848	-0.09909706562757492	-0.20937837660312653	-0.15690183639526367	-0.3688507080078125	-0.04318322241306305	0.15570735930460453
Jokes	photography	other	-0.37843501567840576	-0.2644255459308624	-0.07968635857105255	-0.46793949604034424	-0.2790466248989105	-0.30385148525238037	-0.2629753649234772	-0.4291893541812897	-0.0028359934189106034
Jokes	Fantasy	other	-0.030032336711883545	0.012851875275373459	0.026571618393063545	0.047739192843437195	-0.02697313018143177	-0.1836625188589096	-0.18926243484020233	-0.056800372898578644	0.02843483861486701
Jokes	femalefashionadvice	other	-0.24113352596759796	-0.47179746627807617	-0.40800896286964417	-0.4352438747882843	-0.43614429235458374	-0.3406967520713806	-0.27268484234809875	-0.36838671565055847	0.09167535872032534
Jokes	breakingmom	other	0.21472139656543732	0.10797508805990219	0.1377040445804596	0.20782645046710968	0.1814083307981491	0.1642683893442154	0.2456430196762085	0.1323503851890564	-0.03894127527872402
Jokes	BabyBumps	other	0.024072468280792236	-0.3015541136264801	-0.23111507296562195	-0.11392229795455933	-0.08810549229383469	-0.24926242232322693	-0.03169644996523857	-0.13027295470237732	0.07479437817420319
Jokes	explainlikeimfive	other	0.16244107484817505	0.23310929536819458	0.25026026368141174	0.4376817047595978	0.18544942140579224	0.3420860767364502	0.19465717673301697	0.22701925039291382	0.6722996001544487
Jokes	xxfitness	other	-0.20557214319705963	-0.4913383722305298	-0.13320142030715942	-0.31827396154403687	-0.4875723421573639	-0.2824900448322296	-0.3948502838611603	-0.4349556267261505	0.10285151452870828
Jokes	TwoXChromosomes	other	-0.09823092818260193	-0.08728396892547607	-0.00019578025967348367	-0.0061783865094184875	0.16256433725357056	0.04092865064740181	0.07263089716434479	0.03136961907148361	0.23372848313984484
Jokes	Advice	other	-0.10210452228784561	-0.22274458408355713	-0.10248459875583649	-0.19736678898334503	-0.19982269406318665	-0.16457226872444153	-0.0625472366809845	-0.1165599599480629	0.42034948173833764
Jokes	relationships	other	-0.03659738227725029	-0.10531359910964966	-0.03661901131272316	-0.05418569967150688	-0.00889545027166605	-0.034102000296115875	0.039950985461473465	0.05057300999760628	0.2594154439819508
MaddenUltimateTeam	cringe	other	-0.13911741971969604	-0.11479677259922028	-0.22460539638996124	-0.14102163910865784	-0.14158476889133453	-0.3142298460006714	-0.0207805335521698	-0.06219201534986496	-0.03615747765141155
MaddenUltimateTeam	CFB	different	0.2634703814983368	0.25249525904655457	0.31712591648101807	0.3947013020515442	0.43495649099349976	0.47132667899131775	0.39886710047721863	0.44431284070014954	0.22524672250400635
MaddenUltimateTeam	food	other	0.1945776790380478	-0.13580898940563202	0.15415330231189728	0.049540866166353226	0.11265197396278381	0.006409435532987118	-0.08497528731822968	-0.027494613081216812	-0.05940714155615596
MaddenUltimateTeam	pcmasterrace	different	0.14620906114578247	-0.1479891836643219	0.2497415691614151	0.2326776385307312	0.18065378069877625	0.23068013787269592	0.08865807950496674	0.23084717988967896	0.007293425423804055
MaddenUltimateTeam	jailbreak	different	0.1864183396100998	0.33082500100135803	0.19397304952144623	-0.044819485396146774	0.15223267674446106	0.14867474138736725	0.05859411135315895	0.14078016579151154	0.27209283539342083
MaddenUltimateTeam	MLS	different	-0.003441191976889968	0.1836925595998764	-0.08396323025226593	0.25509485602378845	0.24544620513916016	0.13660584390163422	0.22302617132663727	0.1867658495903015	0.23741759899724266
MaddenUltimateTeam	MMA	different	0.25822803378105164	-0.06152622774243355	0.10139508545398712	0.1851520985364914	0.2152896374464035	0.12514248490333557	0.3246433734893799	0.16957376897335052	0.3962368673740329
MaddenUltimateTeam	rupaulsdragrace	other	-0.07100403308868408	0.21096624433994293	-0.0009620985365472734	-0.16437414288520813	-0.18139255046844482	-0.20837557315826416	-0.12243051826953888	-0.3801930248737335	0.16182286820170277
MaddenUltimateTeam	GlobalOffensive	videogames	-0.002517178189009428	0.24174048006534576	0.2059372514486313	0.08856388181447983	0.13194040954113007	0.05677913501858711	0.014844449236989021	0.11739207804203033	-0.0027545344392814163
MaddenUltimateTeam	bodybuilding	other	0.38663241267204285	0.1349216103553772	0.22073964774608612	0.11453905701637268	0.16177542507648468	0.2155274748802185	0.1817440390586853	0.1701427400112152	0.13664469582511524
MaddenUltimateTeam	Kappa	other	0.05225882679224014	0.3540929853916168	0.09483398497104645	0.2198932021856308	0.1836300492286682	0.15213166177272797	0.1489853411912918	0.1046219989657402	0.1889190348361152
MaddenUltimateTeam	videos	other	-0.08619659394025803	-0.4411788880825043	-0.22189882397651672	-0.23721206188201904	-0.22000892460346222	-0.24120374023914337	-0.2101859152317047	-0.2170623391866684	-0.035413956975464005
MaddenUltimateTeam	reddevils	different	0.17509737610816956	0.1579870581626892	0.1945812851190567	0.2239052802324295	0.24623163044452667	0.24010822176933289	0.2697782516479492	0.1882285475730896	0.27758525470526796
MaddenUltimateTeam	todayilearned	different	-0.18483981490135193	-0.5906338095664978	-0.265441358089447	-0.2552827000617981	-0.24913150072097778	-0.23558782041072845	-0.37661445140838623	-0.3107272684574127	-0.01693551537142208
MaddenUltimateTeam	KerbalSpaceProgram	videogames	-0.22011250257492065	-0.2538241446018219	-0.24003246426582336	-0.28963005542755127	-0.4073171317577362	-0.01824718713760376	-0.27271774411201477	-0.05188598856329918	0.06708865172741535
MaddenUltimateTeam	justneckbeardthings	other	-0.13391724228858948	-0.34023886919021606	-0.3368879556655884	-0.21955521404743195	-0.28652557730674744	-0.25894007086753845	-0.3161713480949402	-0.0026217533741146326	-0.07519358277160675
MaddenUltimateTeam	LifeProTips	different	0.04142479971051216	-0.29239630699157715	-0.05179211497306824	-0.007104013115167618	-0.21533572673797607	-0.15570344030857086	-0.08664141595363617	0.053110793232917786	-0.04265347521315403
MaddenUltimateTeam	airsoft	other	0.2801719903945923	0.3547476828098297	-0.0436093807220459	-0.0610901415348053	0.15242382884025574	0.18990647792816162	0.07590371370315552	0.19127561151981354	0.0829381594931358
MaddenUltimateTeam	GameDeals	other	0.22234275937080383	0.1499876081943512	0.31050384044647217	0.20309534668922424	0.2827872633934021	0.2542884349822998	0.22847968339920044	0.1616164594888687	0.3100181594162405
MaddenUltimateTeam	toronto	other	-0.2643931806087494	-0.20666512846946716	-0.2612115740776062	-0.19880172610282898	-0.06982395052909851	-0.06797777116298676	0.009960277937352657	-0.2530345022678375	0.2797230991049762
MaddenUltimateTeam	eu4	videogames	0.23001928627490997	-0.13578473031520844	0.05428822711110115	0.0751778855919838	-0.08324895799160004	0.07493183761835098	-0.00849867332726717	0.010676288977265358	0.30176280734028815
MaddenUltimateTeam	cars	other	-0.04310878738760948	0.0986628532409668	0.16863146424293518	0.06651364266872406	0.08831147849559784	0.2139616161584854	0.16114486753940582	0.07458190619945526	0.1862565396920951
MaddenUltimateTeam	Warframe	videogames	0.1429259479045868	0.0456993468105793	0.18342381715774536	0.10601698607206345	0.17691147327423096	0.11488757282495499	0.08689811080694199	-0.24847863614559174	0.2113952182496264
MaddenUltimateTeam	EarthPorn	other	-0.12177154421806335	-0.1012057512998581	-0.12145606428384781	0.06508783996105194	-0.02759481780230999	-0.10618690401315689	-0.22260655462741852	-0.0655495747923851	-0.0376818600019531
MaddenUltimateTeam	techsupport	different	0.026155570521950722	-0.2919369339942932	-0.01847403682768345	0.028259051963686943	0.03276596590876579	0.06898901611566544	0.13185714185237885	-0.05107023939490318	0.001412718544391162
MaddenUltimateTeam	heroesofthestorm	videogames	0.38195210695266724	0.2064533531665802	0.1794985979795456	0.04276164993643761	0.17387285828590393	0.10994789004325867	0.10217995941638947	0.039783455431461334	0.26297143304440906
MaddenUltimateTeam	Drugs	other	-0.02548389509320259	-0.07165462523698807	0.023765215650200844	0.06078777462244034	0.1136273518204689	0.19500333070755005	0.1420549750328064	0.09119237214326859	0.16872257010162373
MaddenUltimateTeam	oculus	different	-0.4202035963535309	-0.1841053068637848	-0.08883065730333328	-0.0399983674287796	-0.08413304388523102	-0.17506720125675201	-0.1099996268749237	0.028502512723207474	0.0763959502670568
MaddenUltimateTeam	KotakuInAction	other	-0.36235877871513367	-0.10500621795654297	-0.3293546736240387	-0.5633903741836548	-0.29722869396209717	-0.2946412265300751	-0.4069612920284271	-0.47754010558128357	0.30417224144206745
MaddenUltimateTeam	exjw	other	-0.49723392724990845	-0.32759496569633484	-0.19212105870246887	-0.495216965675354	-0.11076324433088303	-0.2575526833534241	-0.07136838138103485	0.04963216558098793	0.07917757047740422
MaddenUltimateTeam	stopdrinking	other	-0.11451976746320724	0.1848849505186081	0.0737605094909668	0.1029905453324318	0.07103322446346283	-0.036174919456243515	0.10134917497634888	0.21948766708374023	0.16866122992654736
MaddenUltimateTeam	AskWomen	different	-0.049282342195510864	-0.10394570976495743	-0.32735946774482727	-0.1355062574148178	-0.4159424901008606	-0.4874466359615326	-0.45358461141586304	-0.23111219704151154	0.09480857164083267
MaddenUltimateTeam	EDH	videogames	0.02907331846654415	0.36556509137153625	-0.17840048670768738	0.1407429575920105	0.17747092247009277	0.14349476993083954	0.13574081659317017	0.18536272644996643	0.2047657397958156
MaddenUltimateTeam	photography	other	-0.5653466582298279	-0.14122892916202545	-0.31702715158462524	-0.027738044038414955	-0.07284048944711685	-0.5032532215118408	-0.22078701853752136	-0.018154827877879143	0.17801168876819934
MaddenUltimateTeam	Fantasy	other	-0.2492973804473877	0.1382710486650467	-0.07062157988548279	-0.034654565155506134	-0.09948132932186127	-0.06732659786939621	-0.06566318869590759	0.07362600415945053	0.1963386943528053
MaddenUltimateTeam	femalefashionadvice	different	0.08704837411642075	0.0406140573322773	0.10581552237272263	-0.18146079778671265	-0.167631134390831	-0.11162097007036209	-0.163587287068367	-0.16624701023101807	0.29052518829548146
MaddenUltimateTeam	breakingmom	different	0.024416659027338028	-0.18466173112392426	0.0393490344285965	0.1764962375164032	0.06900589913129807	0.17446886003017426	0.018487555906176567	0.07606424391269684	0.21444455315560182
MaddenUltimateTeam	BabyBumps	different	0.09331747889518738	0.12064838409423828	-0.026293018832802773	0.09245297312736511	0.07245710492134094	0.08715260773897171	-0.18110303580760956	-0.06471875309944153	0.17165068141962522
MaddenUltimateTeam	explainlikeimfive	different	-0.39777642488479614	-0.40152624249458313	-0.3485221862792969	-0.4200509786605835	-0.39291396737098694	-0.35466769337654114	-0.5273340344429016	-0.3836240768432617	-0.04477805081648996
